host,ip,port,protocol,title,domain,country,city,link,as_organization
218.72.75.253:9999,218.72.75.253,9999,http,,,CN,Hangzhou,http://218.72.75.253:9999,Chinanet
162.14.75.238:9999,162.14.75.238,9999,http,,,CN,Beijing,http://162.14.75.238:9999,Shenzhen Tencent Computer Systems Company Limited
183.92.78.68:9999,183.92.78.68,9999,http,,,CN,Shiyan,http://183.92.78.68:9999,CHINA UNICOM China169 Backbone
121.4.83.147:9999,121.4.83.147,9999,http,,,CN,Beijing,http://121.4.83.147:9999,Shenzhen Tencent Computer Systems Company Limited
113.45.2.254:9999,113.45.2.254,9999,http,,,CN,Guangzhou,http://113.45.2.254:9999,
42.192.44.37:9999,42.192.44.37,9999,http,,,CN,Beijing,http://42.192.44.37:9999,Shenzhen Tencent Computer Systems Company Limited
112.193.99.37:9999,112.193.99.37,9999,http,,,CN,Chengdu,http://112.193.99.37:9999,CHINA UNICOM China169 Backbone
14.19.168.13:9999,14.19.168.13,9999,http,,,CN,Guangzhou,http://14.19.168.13:9999,Chinanet
114.100.31.216:9999,114.100.31.216,9999,http,,,CN,Fuyang,http://114.100.31.216:9999,Chinanet
27.157.54.209:30006,27.157.54.209,30006,http,,,CN,Zhangzhou,http://27.157.54.209:30006,Chinanet
161.189.76.28:9999,161.189.76.28,9999,http,,,CN,Yinchuan,http://161.189.76.28:9999,Ningxia West Cloud Data Technology Co.Ltd.
52.187.5.16:9008,52.187.5.16,9008,http,,,SG,Singapore,http://52.187.5.16:9008,MICROSOFT-CORP-MSN-AS-BLOCK
36.249.160.237:9090,36.249.160.237,9090,http,,,CN,Xiamen,http://36.249.160.237:9090,CHINA UNICOM China169 Backbone
47.97.4.188:9990,47.97.4.188,9990,http,,,CN,Hangzhou,http://47.97.4.188:9990,"Hangzhou Alibaba Advertising Co.,Ltd."
180.102.16.183:9091,180.102.16.183,9091,http,,,CN,Nanjing,http://180.102.16.183:9091,CHINANET Nanjing Jishan IDC network
members.linshuxu.synology.me:9090,222.211.225.135,9090,http,,linshuxu.synology.me,CN,Chengdu,http://members.linshuxu.synology.me:9090,Chinanet
drupal.linshuxu.synology.me:9090,222.211.225.135,9090,http,,linshuxu.synology.me,CN,Chengdu,http://drupal.linshuxu.synology.me:9090,Chinanet
facebook.linshuxu.synology.me:9090,222.211.225.135,9090,http,,linshuxu.synology.me,CN,Chengdu,http://facebook.linshuxu.synology.me:9090,Chinanet
ms.linshuxu.synology.me:9090,222.211.225.135,9090,http,,linshuxu.synology.me,CN,Chengdu,http://ms.linshuxu.synology.me:9090,Chinanet
101.43.250.192:8181,101.43.250.192,8181,http,,,CN,Beijing,http://101.43.250.192:8181,Shenzhen Tencent Computer Systems Company Limited
42.192.223.27:9090,42.192.223.27,9090,http,,,CN,Beijing,http://42.192.223.27:9090,Shenzhen Tencent Computer Systems Company Limited
43.139.155.247:9090,43.139.155.247,9090,http,,,CN,Beijing,http://43.139.155.247:9090,Shenzhen Tencent Computer Systems Company Limited
43.143.49.195:9999,43.143.49.195,9999,http,,,CN,Beijing,http://43.143.49.195:9999,Shenzhen Tencent Computer Systems Company Limited
221.14.153.233:8020,221.14.153.233,8020,http,,,CN,Xuchang,http://221.14.153.233:8020,CHINA UNICOM China169 Backbone
119.45.6.168:9090,119.45.6.168,9090,http,,,CN,Beijing,http://119.45.6.168:9090,Shenzhen Tencent Computer Systems Company Limited
123.57.76.171:9090,123.57.76.171,9090,http,,,CN,Hangzhou,http://123.57.76.171:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
124.221.151.72:9090,124.221.151.72,9090,http,,,CN,Beijing,http://124.221.151.72:9090,Shenzhen Tencent Computer Systems Company Limited
120.76.196.23:9090,120.76.196.23,9090,http,,,CN,Shenzhen,http://120.76.196.23:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
220.184.201.97:9090,220.184.201.97,9090,http,,,CN,Hangzhou,http://220.184.201.97:9090,Chinanet
124.90.27.171:9090,124.90.27.171,9090,http,,,CN,Hangzhou,http://124.90.27.171:9090,CHINA UNICOM China169 Backbone
111.163.90.166:9090,111.163.90.166,9090,http,,,CN,Tianjin,http://111.163.90.166:9090,CHINA UNICOM China169 Backbone
125.122.94.223:9090,125.122.94.223,9090,http,,,CN,Hangzhou,http://125.122.94.223:9090,Chinanet
121.199.25.64:9090,121.199.25.64,9090,http,,,CN,Hangzhou,http://121.199.25.64:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
183.172.18.115:9090,183.172.18.115,9090,http,,,CN,Beijing,http://183.172.18.115:9090,China Education and Research Network Center
124.222.156.228:9090,124.222.156.228,9090,http,,,CN,Beijing,http://124.222.156.228:9090,Shenzhen Tencent Computer Systems Company Limited
124.222.130.202:9090,124.222.130.202,9090,http,,,CN,Beijing,http://124.222.130.202:9090,Shenzhen Tencent Computer Systems Company Limited
110.42.36.77:9090,110.42.36.77,9090,http,,,CN,Ningbo,http://110.42.36.77:9090,"NINGBO, ZHEJIANG Province, P.R.China."
60.191.150.161:9090,60.191.150.161,9090,http,,,CN,Taizhou,http://60.191.150.161:9090,Chinanet
121.196.109.227:9090,121.196.109.227,9090,http,,,CN,Hangzhou,http://121.196.109.227:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
159.75.183.92:9090,159.75.183.92,9090,http,,,CN,Beijing,http://159.75.183.92:9090,Shenzhen Tencent Computer Systems Company Limited
171.115.223.148:9090,171.115.223.148,9090,http,,,CN,Shiyan,http://171.115.223.148:9090,Chinanet
121.40.51.206:9090,121.40.51.206,9090,http,,,CN,Hangzhou,http://121.40.51.206:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
112.132.232.3:9090,112.132.232.3,9090,http,,,CN,Huaibei,http://112.132.232.3:9090,CHINA UNICOM China169 Backbone
36.137.9.202:9090,36.137.9.202,9090,http,,,CN,Chengdu,http://36.137.9.202:9090,"China Mobile Communications Group Co., Ltd."
125.92.103.81:9090,125.92.103.81,9090,http,,,CN,Jiangmen,http://125.92.103.81:9090,Chinanet
159.75.175.218:9090,159.75.175.218,9090,http,,,CN,Beijing,http://159.75.175.218:9090,Shenzhen Tencent Computer Systems Company Limited
27.18.216.239:9090,27.18.216.239,9090,http,,,CN,Wuhan,http://27.18.216.239:9090,Chinanet
112.112.167.197:9090,112.112.167.197,9090,http,,,CN,Kunming,http://112.112.167.197:9090,Chinanet
123.56.162.228:9090,123.56.162.228,9090,http,,,CN,Beijing,http://123.56.162.228:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
47.119.147.229:9090,47.119.147.229,9090,http,,,CN,Shenzhen,http://47.119.147.229:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
27.12.136.79:9090,27.12.136.79,9090,http,,,CN,Chongqing,http://27.12.136.79:9090,CHINA UNICOM China169 Backbone
101.200.137.5:9090,101.200.137.5,9090,http,,,CN,Beijing,http://101.200.137.5:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
182.136.211.235:9090,182.136.211.235,9090,http,,,CN,Mianyang,http://182.136.211.235:9090,CHINATELECOM SiChuan province Chengdu 5G network
115.216.7.130:9090,115.216.7.130,9090,http,,,CN,Ningbo,http://115.216.7.130:9090,Chinanet
125.37.162.234:9090,125.37.162.234,9090,http,,,CN,Tianjin,http://125.37.162.234:9090,CHINA UNICOM China169 Backbone
114.245.104.21:9090,114.245.104.21,9090,http,,,CN,Beijing,http://114.245.104.21:9090,China Unicom Beijing Province Network
219.140.224.241:9090,219.140.224.241,9090,http,,,CN,Wuhan,http://219.140.224.241:9090,Chinanet
115.120.247.133:9090,115.120.247.133,9090,http,,,CN,Guangzhou,http://115.120.247.133:9090,
120.25.231.211:9090,120.25.231.211,9090,http,,,CN,Shenzhen,http://120.25.231.211:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
47.117.115.31:9090,47.117.115.31,9090,http,,,CN,Hangzhou,http://47.117.115.31:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
116.198.196.73:9090,116.198.196.73,9090,http,,,CN,Beijing,http://116.198.196.73:9090,CHINATELECOM Jiangsu Suqian IDC network
101.35.45.103:9090,101.35.45.103,9090,http,,,CN,Beijing,http://101.35.45.103:9090,Shenzhen Tencent Computer Systems Company Limited
106.120.13.49:9090,106.120.13.49,9090,http,,,CN,Beijing,http://106.120.13.49:9090,China Networks Inter-Exchange
110.42.238.113:9090,110.42.238.113,9090,http,,,CN,Beijing,http://110.42.238.113:9090,Shenzhen Tencent Computer Systems Company Limited
124.222.140.243:9090,124.222.140.243,9090,http,,,CN,Beijing,http://124.222.140.243:9090,Shenzhen Tencent Computer Systems Company Limited
150.158.129.254:9090,150.158.129.254,9090,http,,,CN,Beijing,http://150.158.129.254:9090,Shenzhen Tencent Computer Systems Company Limited
124.126.186.181:9090,124.126.186.181,9090,http,,,CN,Beijing,http://124.126.186.181:9090,China Networks Inter-Exchange
119.4.55.26:9090,119.4.55.26,9090,http,,,CN,Mianyang,http://119.4.55.26:9090,CHINA UNICOM China169 Backbone
101.33.242.94:9090,101.33.242.94,9090,http,,,CN,Beijing,http://101.33.242.94:9090,Shenzhen Tencent Computer Systems Company Limited
101.5.200.114:9090,101.5.200.114,9090,http,,,CN,Beijing,http://101.5.200.114:9090,China Education and Research Network Center
36.35.139.23:9090,36.35.139.23,9090,http,,,CN,Chuzhou,http://36.35.139.23:9090,CHINA UNICOM China169 Backbone
101.34.52.2:9090,101.34.52.2,9090,http,,,CN,Beijing,http://101.34.52.2:9090,Shenzhen Tencent Computer Systems Company Limited
180.100.206.221:9090,180.100.206.221,9090,http,,,CN,Nanjing,http://180.100.206.221:9090,Chinanet
166.111.53.44:9090,166.111.53.44,9090,http,,,CN,Beijing,http://166.111.53.44:9090,China Education and Research Network Center
113.78.252.75:9090,113.78.252.75,9090,http,,,CN,Dongguan,http://113.78.252.75:9090,Chinanet
47.117.39.137:9090,47.117.39.137,9090,http,,,CN,Hangzhou,http://47.117.39.137:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
101.34.68.122:9090,101.34.68.122,9090,http,,,CN,Beijing,http://101.34.68.122:9090,Shenzhen Tencent Computer Systems Company Limited
118.31.52.187:9090,118.31.52.187,9090,http,,,CN,Hangzhou,http://118.31.52.187:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
47.113.220.44:9090,47.113.220.44,9090,http,,,CN,Hangzhou,http://47.113.220.44:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
171.13.167.132:9090,171.13.167.132,9090,http,,,CN,Zhengzhou,http://171.13.167.132:9090,Chinanet
119.91.226.126:9090,119.91.226.126,9090,http,,,CN,Beijing,http://119.91.226.126:9090,Shenzhen Tencent Computer Systems Company Limited
125.114.114.205:9090,125.114.114.205,9090,http,,,CN,Ningbo,http://125.114.114.205:9090,Chinanet
120.24.91.126:9090,120.24.91.126,9090,http,,,CN,Shenzhen,http://120.24.91.126:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
https://www.godsyu.com,39.96.46.96,443,https,,godsyu.com,CN,Beijing,https://www.godsyu.com,"Hangzhou Alibaba Advertising Co.,Ltd."
107.148.146.145:9090,107.148.146.145,9090,http,,,US,San Jose,http://107.148.146.145:9090,PEGTECHINC-AP-02
https://39.96.46.96,39.96.46.96,443,https,,,CN,Beijing,https://39.96.46.96,"Hangzhou Alibaba Advertising Co.,Ltd."
39.107.30.7:9090,39.107.30.7,9090,http,,,CN,Hangzhou,http://39.107.30.7:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
60.26.3.40:9090,60.26.3.40,9090,http,,,CN,Tianjin,http://60.26.3.40:9090,CHINA UNICOM China169 Backbone
150.158.54.7:9090,150.158.54.7,9090,http,,,CN,Beijing,http://150.158.54.7:9090,Shenzhen Tencent Computer Systems Company Limited
116.62.238.166:9090,116.62.238.166,9090,http,,,CN,Hangzhou,http://116.62.238.166:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
101.6.102.160:9090,101.6.102.160,9090,http,,,CN,Beijing,http://101.6.102.160:9090,China Education and Research Network Center
222.65.62.200:9090,222.65.62.200,9090,http,,,CN,Shanghai,http://222.65.62.200:9090,China Telecom Group
101.200.140.225:9090,101.200.140.225,9090,http,,,CN,Beijing,http://101.200.140.225:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
47.109.206.92:9090,47.109.206.92,9090,http,,,CN,Hangzhou,http://47.109.206.92:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
47.92.170.88:9090,47.92.170.88,9090,http,,,CN,Beijing,http://47.92.170.88:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
116.235.223.133:9090,116.235.223.133,9090,http,,,CN,Shanghai,http://116.235.223.133:9090,China Telecom Group
118.31.42.10:9090,118.31.42.10,9090,http,,,CN,Hangzhou,http://118.31.42.10:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
111.46.204.18:9090,111.46.204.18,9090,http,,,CN,Wuhan,http://111.46.204.18:9090,"China Mobile Communications Group Co., Ltd."
47.116.1.123:9090,47.116.1.123,9090,http,,,CN,Shanghai,http://47.116.1.123:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
118.113.139.149:9091,118.113.139.149,9091,http,,,CN,Chengdu,http://118.113.139.149:9091,Chinanet
166.111.185.174:9090,166.111.185.174,9090,http,,,CN,Beijing,http://166.111.185.174:9090,China Education and Research Network Center
139.196.253.152:9090,139.196.253.152,9090,http,,,CN,Shanghai,http://139.196.253.152:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
220.250.30.56:9090,220.250.30.56,9090,http,,,CN,Fuzhou,http://220.250.30.56:9090,CHINA UNICOM China169 Backbone
120.79.164.101:9090,120.79.164.101,9090,http,,,CN,Hangzhou,http://120.79.164.101:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
api.aed.5csss.com,61.133.125.37,80,http,,5csss.com,CN,Jinan,http://api.aed.5csss.com,CHINA UNICOM China169 Backbone
166.111.72.174:9090,166.111.72.174,9090,http,,,CN,Beijing,http://166.111.72.174:9090,China Education and Research Network Center
101.43.164.47:9090,101.43.164.47,9090,http,,,CN,Beijing,http://101.43.164.47:9090,Shenzhen Tencent Computer Systems Company Limited
42.192.73.107:9090,42.192.73.107,9090,http,,,CN,Beijing,http://42.192.73.107:9090,Shenzhen Tencent Computer Systems Company Limited
110.177.177.150:9090,110.177.177.150,9090,http,,,CN,Taiyuan,http://110.177.177.150:9090,Chinanet
118.89.184.202:9090,118.89.184.202,9090,http,,,CN,Beijing,http://118.89.184.202:9090,Shenzhen Tencent Computer Systems Company Limited
106.75.237.248:9090,106.75.237.248,9090,http,,,CN,Shanghai,http://106.75.237.248:9090,China Telecom Group
124.222.49.35:9090,124.222.49.35,9090,http,,,CN,Beijing,http://124.222.49.35:9090,Shenzhen Tencent Computer Systems Company Limited
8.134.148.199:9090,8.134.148.199,9090,http,,,CN,Guangzhou,http://8.134.148.199:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
39.108.97.86:9090,39.108.97.86,9090,http,,,CN,Shenzhen,http://39.108.97.86:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
120.53.124.46:9090,120.53.124.46,9090,http,,,CN,Beijing,http://120.53.124.46:9090,Shenzhen Tencent Computer Systems Company Limited
117.68.196.64:9090,117.68.196.64,9090,http,,,CN,Hefei,http://117.68.196.64:9090,Chinanet
101.228.123.74:9090,101.228.123.74,9090,http,,,CN,Shanghai,http://101.228.123.74:9090,China Telecom Group
180.102.16.183:9093,180.102.16.183,9093,http,,,CN,Nanjing,http://180.102.16.183:9093,CHINANET Nanjing Jishan IDC network
221.218.211.126:9090,221.218.211.126,9090,http,,,CN,Beijing,http://221.218.211.126:9090,China Unicom Beijing Province Network
121.40.239.169:9090,121.40.239.169,9090,http,,,CN,Hangzhou,http://121.40.239.169:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
39.70.148.129:9090,39.70.148.129,9090,http,,,CN,Linyi,http://39.70.148.129:9090,CHINA UNICOM China169 Backbone
b.zhengzijun.cn:9090,106.120.13.49,9090,http,,zhengzijun.cn,CN,Beijing,http://b.zhengzijun.cn:9090,China Networks Inter-Exchange
47.93.4.108:9090,47.93.4.108,9090,http,,,CN,Hangzhou,http://47.93.4.108:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
zhengzijun.cn:9090,106.120.13.49,9090,http,,zhengzijun.cn,CN,Beijing,http://zhengzijun.cn:9090,China Networks Inter-Exchange
116.198.46.129:9090,116.198.46.129,9090,http,,,CN,Beijing,http://116.198.46.129:9090,China Unicom Beijing Province Network
139.199.176.168:9090,139.199.176.168,9090,http,,,CN,Beijing,http://139.199.176.168:9090,Shenzhen Tencent Computer Systems Company Limited
113.87.186.11:9090,113.87.186.11,9090,http,,,CN,Shenzhen,http://113.87.186.11:9090,Chinanet
118.113.158.187:9090,118.113.158.187,9090,http,,,CN,Chengdu,http://118.113.158.187:9090,Chinanet
43.138.142.9:9090,43.138.142.9,9090,http,,,CN,Beijing,http://43.138.142.9:9090,Shenzhen Tencent Computer Systems Company Limited
124.64.216.161:9090,124.64.216.161,9090,http,,,CN,Beijing,http://124.64.216.161:9090,China Unicom Beijing Province Network
125.35.127.66:9090,125.35.127.66,9090,http,,,CN,Beijing,http://125.35.127.66:9090,China Unicom Beijing Province Network
43.143.206.63:9090,43.143.206.63,9090,http,,,CN,Beijing,http://43.143.206.63:9090,Shenzhen Tencent Computer Systems Company Limited
47.98.62.194:9090,47.98.62.194,9090,http,,,CN,Hangzhou,http://47.98.62.194:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
43.143.172.44:9090,43.143.172.44,9090,http,,,CN,Beijing,http://43.143.172.44:9090,Shenzhen Tencent Computer Systems Company Limited
139.159.146.70:9090,139.159.146.70,9090,http,,,CN,Guangzhou,http://139.159.146.70:9090,Huawei Cloud Service data center
59.110.227.62:9090,59.110.227.62,9090,http,,,CN,Beijing,http://59.110.227.62:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
118.25.22.100:9090,118.25.22.100,9090,http,,,CN,Beijing,http://118.25.22.100:9090,Shenzhen Tencent Computer Systems Company Limited
123.120.3.78:9090,123.120.3.78,9090,http,,,CN,Beijing,http://123.120.3.78:9090,China Unicom Beijing Province Network
60.204.232.126:9090,60.204.232.126,9090,http,,,CN,Guangzhou,http://60.204.232.126:9090,Huawei Cloud Service data center
110.191.167.3:9090,110.191.167.3,9090,http,,,CN,Chengdu,http://110.191.167.3:9090,Chinanet
81.70.165.21:9090,81.70.165.21,9090,http,,,CN,Beijing,http://81.70.165.21:9090,Shenzhen Tencent Computer Systems Company Limited
36.48.28.133:9090,36.48.28.133,9090,http,,,CN,Changchun,http://36.48.28.133:9090,Chinanet
58.37.171.136:9090,58.37.171.136,9090,http,,,CN,Shanghai,http://58.37.171.136:9090,China Telecom Group
183.146.126.203:9090,183.146.126.203,9090,http,,,CN,Jinhua,http://183.146.126.203:9090,Chinanet
106.15.199.119:9090,106.15.199.119,9090,http,,,CN,Hangzhou,http://106.15.199.119:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
115.214.165.54:9090,115.214.165.54,9090,http,,,CN,Ningbo,http://115.214.165.54:9090,Chinanet
114.132.74.174:9090,114.132.74.174,9090,http,,,CN,Beijing,http://114.132.74.174:9090,Shenzhen Tencent Computer Systems Company Limited
8.140.151.101:9090,8.140.151.101,9090,http,,,CN,Beijing,http://8.140.151.101:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
8.141.2.251:9090,8.141.2.251,9090,http,,,CN,Hangzhou,http://8.141.2.251:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
113.67.176.128:9090,113.67.176.128,9090,http,,,CN,Guangzhou,http://113.67.176.128:9090,Chinanet
116.248.103.156:9090,116.248.103.156,9090,http,,,CN,Yuxi,http://116.248.103.156:9090,Chinanet
103.163.46.74:9090,103.163.46.74,9090,http,,,CN,Hohhot,http://103.163.46.74:9090,Cloud Computing Corporation
124.230.99.165:9090,124.230.99.165,9090,http,,,CN,Shaoyang,http://124.230.99.165:9090,Chinanet
124.223.154.128:9090,124.223.154.128,9090,http,,,CN,Beijing,http://124.223.154.128:9090,Shenzhen Tencent Computer Systems Company Limited
121.207.145.55:9090,121.207.145.55,9090,http,,,CN,Xiamen,http://121.207.145.55:9090,Chinanet
genalp.com:9999,47.94.196.244,9999,http,,genalp.com,CN,Hangzhou,http://genalp.com:9999,"Hangzhou Alibaba Advertising Co.,Ltd."
120.76.84.210:9090,120.76.84.210,9090,http,,,CN,Shenzhen,http://120.76.84.210:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
117.30.161.145:9090,117.30.161.145,9090,http,,,CN,Xiamen,http://117.30.161.145:9090,Chinanet
47.243.159.99:9090,47.243.159.99,9090,http,,,US,San Mateo,http://47.243.159.99:9090,"Alibaba US Technology Co., Ltd."
218.1.208.211:9090,218.1.208.211,9090,http,,,CN,Shanghai,http://218.1.208.211:9090,China Telecom Group
113.56.128.183:9090,113.56.128.183,9090,http,,,CN,Shiyan,http://113.56.128.183:9090,CHINA UNICOM China169 Backbone
8.134.101.255:9090,8.134.101.255,9090,http,,,CN,Guangzhou,http://8.134.101.255:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
139.9.193.25:9090,139.9.193.25,9090,http,,,CN,Guangzhou,http://139.9.193.25:9090,Huawei Cloud Service data center
47.115.139.39:9090,47.115.139.39,9090,http,,,CN,Shenzhen,http://47.115.139.39:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
49.69.135.35:9090,49.69.135.35,9090,http,,,CN,Yancheng,http://49.69.135.35:9090,Chinanet
https://49.235.72.110,49.235.72.110,443,https,,,CN,Beijing,https://49.235.72.110,Shenzhen Tencent Computer Systems Company Limited
36.133.168.146:9090,36.133.168.146,9090,http,,,CN,Beijing,http://36.133.168.146:9090,"China Mobile Communications Group Co., Ltd."
43.133.37.249:9090,43.133.37.249,9090,http,,,SG,Singapore,http://43.133.37.249:9090,"Tencent Building, Kejizhongyi Avenue"
49.77.7.200:9090,49.77.7.200,9090,http,,,CN,Nanjing,http://49.77.7.200:9090,Chinanet
49.83.52.211:9090,49.83.52.211,9090,http,,,CN,Yancheng,http://49.83.52.211:9090,Chinanet
123.60.212.16:9090,123.60.212.16,9090,http,,,CN,Beijing,http://123.60.212.16:9090,Huawei Cloud Service data center
116.248.100.8:9090,116.248.100.8,9090,http,,,CN,Yuxi,http://116.248.100.8:9090,Chinanet
140.143.189.103:9090,140.143.189.103,9090,http,,,CN,Beijing,http://140.143.189.103:9090,Shenzhen Tencent Computer Systems Company Limited
49.232.163.63:9090,49.232.163.63,9090,http,,,CN,Beijing,http://49.232.163.63:9090,Shenzhen Tencent Computer Systems Company Limited
180.165.171.115:9090,180.165.171.115,9090,http,,,CN,Shanghai,http://180.165.171.115:9090,China Telecom Group
118.25.186.192:9090,118.25.186.192,9090,http,,,CN,Beijing,http://118.25.186.192:9090,Shenzhen Tencent Computer Systems Company Limited
101.42.43.99:9090,101.42.43.99,9090,http,,,CN,Beijing,http://101.42.43.99:9090,Shenzhen Tencent Computer Systems Company Limited
106.54.196.209:9090,106.54.196.209,9090,http,,,CN,Beijing,http://106.54.196.209:9090,Shenzhen Tencent Computer Systems Company Limited
43.156.169.17:9090,43.156.169.17,9090,http,,,SG,Singapore,http://43.156.169.17:9090,"Tencent Building, Kejizhongyi Avenue"
8.147.132.196:9090,8.147.132.196,9090,http,,,CN,Hangzhou,http://8.147.132.196:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
121.199.50.71:9090,121.199.50.71,9090,http,,,CN,Hangzhou,http://121.199.50.71:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
49.65.101.160:9093,49.65.101.160,9093,http,,,CN,Nanjing,http://49.65.101.160:9093,CHINANET Nanjing Jishan IDC network
47.102.125.30:9090,47.102.125.30,9090,http,,,CN,Hangzhou,http://47.102.125.30:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
110.7.129.191:9090,110.7.129.191,9090,http,,,CN,Baotou,http://110.7.129.191:9090,CHINA UNICOM China169 Backbone
120.46.198.15:9090,120.46.198.15,9090,http,,,CN,Guangzhou,http://120.46.198.15:9090,Huawei Cloud Service data center
124.222.83.117:9090,124.222.83.117,9090,http,,,CN,Beijing,http://124.222.83.117:9090,Shenzhen Tencent Computer Systems Company Limited
119.91.218.128:9090,119.91.218.128,9090,http,,,CN,Beijing,http://119.91.218.128:9090,Shenzhen Tencent Computer Systems Company Limited
115.204.72.191:9090,115.204.72.191,9090,http,,,CN,Hangzhou,http://115.204.72.191:9090,Chinanet
112.255.97.12:9090,112.255.97.12,9090,http,,,CN,Qingdao,http://112.255.97.12:9090,CHINA UNICOM China169 Backbone
117.72.126.34:9090,117.72.126.34,9090,http,,,CN,Beijing,http://117.72.126.34:9090,
185.248.143.243:9090,185.248.143.243,9090,http,,,DE,Waldbrunn,http://185.248.143.243:9090,IP-Projects GmbH & Co. KG
121.10.162.90:9090,121.10.162.90,9090,http,,,CN,Guangzhou,http://121.10.162.90:9090,Chinanet
https://222.70.66.52:9090,222.70.66.52,9090,https,,,CN,Shanghai,https://222.70.66.52:9090,China Telecom Group
1.94.41.239:9090,1.94.41.239,9090,http,,,CN,Beijing,http://1.94.41.239:9090,
14.19.177.201:9090,14.19.177.201,9090,http,,,CN,Guangzhou,http://14.19.177.201:9090,Chinanet
110.42.111.144:9090,110.42.111.144,9090,http,,,CN,Ningbo,http://110.42.111.144:9090,"NINGBO, ZHEJIANG Province, P.R.China."
27.17.165.232:9090,27.17.165.232,9090,http,,,CN,Wuhan,http://27.17.165.232:9090,Chinanet
8.137.101.196:9090,8.137.101.196,9090,http,,,CN,Chengdu,http://8.137.101.196:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
222.94.215.180:9090,222.94.215.180,9090,http,,,CN,Nanjing,http://222.94.215.180:9090,Chinanet
official.xslink.cn:9090,8.134.18.139,9090,http,,xslink.cn,CN,Guangzhou,http://official.xslink.cn:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
101.43.108.87:9090,101.43.108.87,9090,http,,,CN,Beijing,http://101.43.108.87:9090,Shenzhen Tencent Computer Systems Company Limited
81.70.36.87:9090,81.70.36.87,9090,http,,,CN,Beijing,http://81.70.36.87:9090,Shenzhen Tencent Computer Systems Company Limited
139.155.236.28:9092,139.155.236.28,9092,http,,,CN,Beijing,http://139.155.236.28:9092,Shenzhen Tencent Computer Systems Company Limited
101.35.234.14:9090,101.35.234.14,9090,http,,,CN,Beijing,http://101.35.234.14:9090,Shenzhen Tencent Computer Systems Company Limited
125.122.16.110:9090,125.122.16.110,9090,http,,,CN,Hangzhou,http://125.122.16.110:9090,Chinanet
175.166.116.148:9090,175.166.116.148,9090,http,,,CN,Chaoyang,http://175.166.116.148:9090,CHINA UNICOM China169 Backbone
202.55.240.54:9092,202.55.240.54,9092,http,,,CN,Taipei,http://202.55.240.54:9092,AboveNet Communications Taiwan
115.205.181.110:9090,115.205.181.110,9090,http,,,CN,Hangzhou,http://115.205.181.110:9090,Chinanet
115.214.167.128:9090,115.214.167.128,9090,http,,,CN,Ningbo,http://115.214.167.128:9090,Chinanet
124.220.8.149:9090,124.220.8.149,9090,http,,,CN,Beijing,http://124.220.8.149:9090,Shenzhen Tencent Computer Systems Company Limited
47.115.171.104:9090,47.115.171.104,9090,http,,,CN,Shenzhen,http://47.115.171.104:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
81.68.232.254:9090,81.68.232.254,9090,http,,,CN,Beijing,http://81.68.232.254:9090,Shenzhen Tencent Computer Systems Company Limited
114.132.67.16:9090,114.132.67.16,9090,http,,,CN,Beijing,http://114.132.67.16:9090,Shenzhen Tencent Computer Systems Company Limited
